,Twitter Handle,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago,Tweet Datetime,Tweet Text
235,@CBS,0.3919,0.081,0.919,0.0,36,2018-09-25 18:05:31+00:00,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf instructor in the process. Well, we think they were talking about surfing anyway. https://t.co/0TWx5CczIb https://t.co/tZIyDAWoUP"
236,@CBS,0.0,0.0,1.0,0.0,37,2018-09-24 18:56:15+00:00,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F"
237,@CBS,-0.2263,0.0,0.951,0.049,38,2018-09-23 23:24:03+00:00,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Providence, Houston &amp; N. Wisconsin ONLY. New start times: 
#60Minutes 7:07pmET/6:07pmCT 

#BB20 8:07ET/7:07CT 

#NCISLA 9:07ET/8:07CT &amp; 

#MadamSecretary 10:07ET/9:07CT https://t.co/j5S0xc4vsm"
238,@CBS,0.0,0.0,1.0,0.0,39,2018-09-23 14:00:00+00:00,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺 https://t.co/WxRC30ja4u https://t.co/0a66yDbgV5
239,@CBS,0.296,0.134,0.775,0.092,40,2018-09-21 19:18:00+00:00,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9pm/8c on CBS. https://t.co/4nVqxi1Gk7"
240,@CBS,-0.1531,0.142,0.672,0.187,41,2018-09-21 17:46:26+00:00,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉
241,@CBS,0.2263,0.118,0.811,0.071,42,2018-09-20 23:17:19+00:00,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's notorious stairs. Admitting's the first step, Kaley (even if you just made your feelings clear about steps). https://t.co/1F2uguNEzK https://t.co/zhP23dowbd"
242,@CBS,0.6467,0.157,0.843,0.0,43,2018-09-20 21:38:21+00:00,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…
243,@CBS,0.0,0.0,1.0,0.0,44,2018-09-20 16:47:26+00:00,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
244,@CBS,-0.0531,0.168,0.607,0.225,45,2018-09-19 19:07:37+00:00,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom. https://t.co/djOLtrJXAA https://t.co/1koAzAyCB5
245,@CBS,0.6486,0.209,0.791,0.0,46,2018-09-18 17:04:20+00:00,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
246,@CBS,0.9642,0.527,0.473,0.0,47,2018-09-17 22:01:52+00:00,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
247,@CBS,0.0,0.0,1.0,0.0,48,2018-09-17 21:41:20+00:00,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
248,@CBS,0.3612,0.263,0.737,0.0,49,2018-09-17 19:18:37+00:00,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
249,@CBS,-0.2263,0.0,0.949,0.051,50,2018-09-16 23:48:59+00:00,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:
#60Minutes 7:37 ET/6:37 CT 
#BB20 8:37 ET/7:37 CT 
#NCISLA 9:37 ET/8:37 CT and 10:37 ET/9:37 CT https://t.co/9W6vCzpdOb"
250,@CBS,0.0,0.0,1.0,0.0,51,2018-09-16 14:33:46+00:00,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…
251,@CBS,-0.485,0.05,0.827,0.124,52,2018-09-15 16:00:01+00:00,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes season finale tonight at 8/7c on CBS and @cbsallaccess! https://t.co/iZiuINTd5J"
252,@CBS,-0.2481,0.181,0.571,0.248,53,2018-09-14 18:22:59+00:00,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…"
253,@CBS,0.0,0.0,1.0,0.0,54,2018-09-13 20:52:06+00:00,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx
254,@CBS,0.0,0.0,1.0,0.0,55,2018-09-13 20:28:06+00:00,This just in... https://t.co/QG3OYF6Rfv
255,@CBS,0.4753,0.218,0.699,0.083,56,2018-09-13 18:06:49+00:00,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…
256,@CBS,0.0,0.0,1.0,0.0,57,2018-09-10 17:06:16+00:00,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and @cbsallaccess: https://t.co/HG3f53v65S https://t.co/MTzm87nD54"
257,@CBS,-0.2263,0.0,0.96,0.04,58,2018-09-09 23:36:09+00:00,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York, Jacksonville, Nashville, Minneapolis &amp; St. Louis.
New start times:
#60Minutes 7:17 ET/6:17 CT 
#BB20 8:17 ET/7:17 CT 
#H50 9:17 ET/8:17 CT 
#NCISLA 10:17 ET/9:17 CT https://t.co/IPNTGMUTbN"
258,@CBS,0.6705,0.268,0.732,0.0,59,2018-09-09 14:00:00+00:00,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today: https://t.co/WxRC30AKW2 https://t.co/EuIowasSdb
259,@CBS,0.6996,0.188,0.812,0.0,60,2018-09-08 16:20:43+00:00,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer collaborative research continues to make! Watch the entire special now: https://t.co/1dnYFVFOG8 https://t.co/AXFz7mUJc4
260,@CBS,0.0,0.0,1.0,0.0,61,2018-09-08 00:00:00+00:00,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog
261,@CBS,-0.5411,0.092,0.712,0.196,62,2018-09-07 23:15:09+00:00,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…"
262,@CBS,0.5093,0.088,0.912,0.0,63,2018-09-07 21:50:51+00:00,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will feature your favorite stars and influencers in an effort to empower a new generation to #StandUpToCancer. https://t.co/Sxw544Qg1N #Up2Us
263,@CBS,-0.296,0.0,0.879,0.121,64,2018-09-06 22:10:49+00:00,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC
264,@CBS,0.4753,0.192,0.808,0.0,65,2018-09-06 19:00:01+00:00,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO
265,@CBS,0.0,0.0,1.0,0.0,66,2018-09-05 21:00:00+00:00,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP
266,@CBS,0.3612,0.091,0.909,0.0,67,2018-09-05 17:32:40+00:00,"Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season begins Wednesday, Sept. 26 at 8/7c. https://t.co/yE9lUhOYid"
267,@CBS,0.6908,0.533,0.467,0.0,68,2018-09-05 16:48:09+00:00,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL"
268,@CBS,0.4753,0.134,0.866,0.0,69,2018-09-04 20:34:26+00:00,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS and @cbsallaccess! https://t.co/vCMsfn5Kqh
269,@CBS,0.6514,0.171,0.829,0.0,70,2018-09-01 15:25:34+00:00,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…
270,@CBS,0.0,0.0,1.0,0.0,71,2018-08-31 21:26:49+00:00,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundraising telecast! Read more about what's in store on September 7: https://t.co/H14ZxsBNhy https://t.co/TSEaUe16Nd"
271,@CBS,0.0,0.0,1.0,0.0,72,2018-08-31 18:01:01+00:00,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before it airs on TV. #blessed https://t.co/ZbKT5tyuYw"
272,@CBS,-0.6908,0.0,0.761,0.239,73,2018-08-30 19:45:51+00:00,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…"
273,@CBS,0.6239,0.17,0.83,0.0,74,2018-08-30 15:32:47+00:00,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…
274,@CBS,0.4588,0.1,0.9,0.0,75,2018-08-27 23:36:57+00:00,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for your favorite new and returning shows here: https://t.co/TjyVBF7h6U https://t.co/k5I9Fr8cW5"
275,@CBS,-0.4389,0.0,0.879,0.121,76,2018-08-24 20:30:16+00:00,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…
276,@CBS,0.0,0.0,1.0,0.0,77,2018-08-22 20:55:25+00:00,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ"
277,@CBS,0.0,0.0,1.0,0.0,78,2018-08-22 20:10:12+00:00,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb"
278,@CBS,0.7351,0.199,0.801,0.0,79,2018-08-20 21:59:56+00:00,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus special with never-before-seen footage airing TONIGHT at 8/7c on @CBS. https://t.co/1ApOSDZLiK
279,@CBS,0.3182,0.113,0.887,0.0,80,2018-08-17 17:42:02+00:00,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5"
280,@CBS,0.0,0.0,1.0,0.0,81,2018-08-16 18:40:09+00:00,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz
281,@CBS,-0.5267,0.092,0.72,0.188,82,2018-08-16 00:09:03+00:00,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…
282,@CBS,0.0,0.0,1.0,0.0,83,2018-08-12 23:30:02+00:00,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:20ET/9:20CT https://t.co/0WfJPGzrwJ
283,@CBS,0.7861,0.231,0.769,0.0,84,2018-08-12 15:04:59+00:00,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all devices. Try 1 Week FREE: https://t.co/y4OklNdzpp https://t.co/zyJpN0qECF
284,@CBS,-0.3802,0.0,0.918,0.082,85,2018-08-11 18:00:00+00:00,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of thousands of dollars. It’s an all-new #PinkCollarCrimes tonight at 8/7c! https://t.co/WQtHCUWfdZ
285,@CBS,0.8034,0.256,0.744,0.0,86,2018-08-11 15:00:02+00:00,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Week FREE: https://t.co/y4OklMVYxR #PGAChamp https://t.co/Nk2L1tZq59
286,@CBS,0.9051,0.29,0.71,0.0,87,2018-08-10 22:28:55+00:00,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't miss rounds 3 and 4 of the #PGAChamp tomorrow and Sunday at 2PM ET on CBS and @cbsallaccess. https://t.co/2MKGD9CD4E"
287,@CBS,0.0,0.0,1.0,0.0,88,2018-08-10 19:59:14+00:00,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…"
288,@CBS,0.6696,0.194,0.806,0.0,89,2018-08-09 21:00:00+00:00,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to the CBS Bot now to “Caption This”: https://t.co/HwiHF9huDW https://t.co/YOkYpqp3vT
289,@CBS,0.7901,0.241,0.759,0.0,90,2018-08-09 18:47:00+00:00,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime premiere dates here: https://t.co/9in0xePLE1 https://t.co/R0TM9YWEz1
290,@CBS,0.6696,0.209,0.791,0.0,91,2018-08-08 16:05:11+00:00,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u"
291,@CBS,0.0,0.0,1.0,0.0,92,2018-08-07 16:06:57+00:00,"The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented television event series, #MillionDollarMile, coming to CBS: https://t.co/zr7AdFutnI https://t.co/quS0DG2VQm"
292,@CBS,0.3612,0.111,0.889,0.0,93,2018-08-06 00:20:55+00:00,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…"
293,@CBS,0.5411,0.219,0.683,0.098,94,2018-08-06 00:07:38+00:00,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP
294,@CBS,0.3818,0.106,0.894,0.0,95,2018-08-06 00:02:58+00:00,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…
295,@CBS,0.5093,0.155,0.845,0.0,96,2018-08-06 00:02:02+00:00,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8
296,@CBS,0.0,0.0,1.0,0.0,97,2018-08-05 23:58:41+00:00,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018"
297,@CBS,0.8316,0.306,0.694,0.0,98,2018-08-05 23:44:39+00:00,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…"
298,@CBS,0.0,0.0,1.0,0.0,99,2018-08-05 23:41:21+00:00,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…"
299,@CBS,0.5994,0.157,0.843,0.0,100,2018-08-05 23:35:49+00:00,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…"
300,@FoxNews,0.5984,0.178,0.822,0.0,1,2018-10-04 05:28:00+00:00,.@cvpayne discusses @federalreserve Chair Jerome Powell’s comments that the U.S. economy appears to be in a 'remarkably positive' period. https://t.co/AL5pPxtqbS
301,@FoxNews,-0.7096,0.0,0.604,0.396,2,2018-10-04 05:21:00+00:00,North Korean hackers accused of stealing millions from global banks https://t.co/nNSWVp44nw
302,@FoxNews,0.128,0.103,0.897,0.0,3,2018-10-04 05:14:00+00:00,“Profoundly disappointed” — Ford legal team reacts to @senatemajldr McConnell setting vote @foxnewsnight https://t.co/NVVDcR6xCJ https://t.co/CeEpaRCNPs
303,@FoxNews,-0.296,0.0,0.872,0.128,4,2018-10-04 05:03:00+00:00,White House finds no corroboration of sexual misconduct allegations against Kavanaugh in FBI report: WSJ https://t.co/61NrCWmzW8
304,@FoxNews,0.2732,0.188,0.738,0.074,5,2018-10-04 05:00:00+00:00,.@GOPChairwoman Ronna McDaniel: “[Republicans] are going on offense and defense and we want to make sure we’re protecting our majority in the house.” https://t.co/A2JJm58tlH
305,@FoxNews,-0.3818,0.0,0.833,0.167,6,2018-10-04 04:52:00+00:00,Ford's lawyers slam FBI investigation after McConnell signals Kavanaugh vote later this week https://t.co/03EbQDtbB0
306,@FoxNews,0.0,0.0,1.0,0.0,7,2018-10-04 04:45:00+00:00,President @realDonaldTrump uses different approaches for North Korea and Iran. @foxnewsnight https://t.co/k7ArjNx3GB
307,@FoxNews,0.0,0.0,1.0,0.0,8,2018-10-04 04:37:00+00:00,"Judge cites evidence that Trump ‘harbors an animus against non-white, non-European aliens’ in ruling https://t.co/7kT098ISvF"
308,@FoxNews,0.0,0.0,1.0,0.0,9,2018-10-04 04:30:00+00:00,".@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voice of the American people when they elected Donald Trump.” https://t.co/sS5WnwEdNx"
309,@FoxNews,-0.8957,0.0,0.481,0.519,10,2018-10-04 04:22:00+00:00,"Couple could face death penalty in alleged torture, slaying of 10-year-old boy https://t.co/xsMPqc3wYq"
310,@FoxNews,0.6031,0.137,0.863,0.0,11,2018-10-04 04:15:00+00:00,.@KellyannePolls: “We have to make sure that we’re not blaming an entire gender for what individual men have done and that we’re not judging people…based on their politics and where they work.” https://t.co/DTJdKsFrkO
311,@FoxNews,-0.6597,0.0,0.722,0.278,12,2018-10-04 04:07:00+00:00,".@IngrahamAngle : ""The attacks against Kavanaugh and the ongoing smear campaign have awakened the Republican base."" https://t.co/fUww5UONjI"
312,@FoxNews,0.1154,0.057,0.943,0.0,13,2018-10-04 04:01:00+00:00,".@PressSec: “The testimony by Dr. Ford was compelling, but you can’t make this decision based on emotion, it has to be based on fact.” https://t.co/cTYA28e6e0"
313,@FoxNews,-0.3818,0.032,0.898,0.07,14,2018-10-04 03:55:00+00:00,".@LeslieMarshall on Dr. Ford’s unreleased evidence: “Quite frankly, I think they want it out there that the FBI has not talked to them. The FBI allegedly has not talked to Judge Kavanaugh either. And that’s problematic to me.” @foxnewsnight https://t.co/3LIv9vAA4U"
314,@FoxNews,-0.2131,0.065,0.843,0.092,15,2018-10-04 03:50:00+00:00,".@LindseyGrahamSC on Kavanaugh’s confirmation chance: “I’ve never felt more confident, because I’ve been told a summary of a summary: The FBI background check is gonna hold up.” @foxnewsnight https://t.co/CUz49eM0m3 https://t.co/gTaN7mrpZ5"
315,@FoxNews,0.3612,0.133,0.789,0.079,16,2018-10-04 03:42:00+00:00,.@LindseyGrahamSC: “Do not let these people do what they’ve done to Judge Kavanaugh and reward them by saying he’s no longer fit.”@foxnewsnight https://t.co/CUz49f3BKD https://t.co/U6hhfxyjhF
316,@FoxNews,-0.2263,0.0,0.84,0.16,17,2018-10-04 03:36:00+00:00,Undecided senators not up for re-election this year @foxnewsnight https://t.co/hS45dCjOHP https://t.co/WkLb1MDpkg
317,@FoxNews,0.0,0.0,1.0,0.0,18,2018-10-04 03:30:00+00:00,".@LindseyGrahamSC on Brett Kavanaugh: “There’s nothing in his background checks that suggest anything consistent with the allegations against him, and if there had been, they would’ve said something about it.” @foxnewsnight https://t.co/CUz49eM0m3 https://t.co/xXHALxHolT"
318,@FoxNews,0.0,0.0,1.0,0.0,19,2018-10-04 03:20:00+00:00,Senate GOP pushes ahead on Judge Kavanaugh @foxnewsnight https://t.co/hS45dCBq6p https://t.co/bzwXL5X0ca
319,@FoxNews,-0.7906,0.0,0.533,0.467,20,2018-10-04 03:12:00+00:00,"Philadelphia shooting outside dollar store leaves 1 dead, 4 injured: report https://t.co/eMbCwpVaLT"
320,@FoxNews,0.0,0.0,1.0,0.0,21,2018-10-04 03:07:50+00:00,Timing of Senate confirmation vote @foxnewsnight https://t.co/hS45dCBq6p https://t.co/qegsGJY6Gl
321,@FoxNews,0.0,0.0,1.0,0.0,22,2018-10-04 03:05:00+00:00,".@NancyPelosi slams GOP as 'patriarchal cowards,' decries Kim-Putin echoes in Kavanaugh https://t.co/703xHDlRvo"
322,@FoxNews,0.0,0.0,1.0,0.0,23,2018-10-04 02:58:00+00:00,Father transmits HIV to newborn son in rare case https://t.co/kymONN3jvV
323,@FoxNews,-0.743,0.095,0.498,0.408,24,2018-10-04 02:52:00+00:00,Border Patrol arrests DACA recipient accused of smuggling over $34G worth of meth https://t.co/69WZz6voMc
324,@FoxNews,0.5334,0.277,0.723,0.0,25,2018-10-04 02:51:28+00:00,RT @FoxBusiness: Toys R Us ... not dead yet  https://t.co/r33owAXt9o https://t.co/m1yfA9utDb
325,@FoxNews,0.5994,0.45,0.55,0.0,26,2018-10-04 02:41:01+00:00,Stroke patient's smile restored after pioneering surgery https://t.co/lIeUD0sUp3
326,@FoxNews,0.7506,0.209,0.791,0.0,27,2018-10-04 02:38:58+00:00,".@newtgingrich on the midterms: ""I do not believe tonight that the American people are going to reward left-wing socialists, people who want to obstruct everything, by giving them power."" #Hannity https://t.co/7CxYDX5eHa"
327,@FoxNews,-0.3612,0.189,0.566,0.245,28,2018-10-04 02:38:00+00:00,Seattle karaoke host sings @garthbrooks' 'Friends in Low Places' for 36 hours straight to raise breast cancer awareness https://t.co/0h2wMUAjOz
328,@FoxNews,-0.0772,0.0,0.933,0.067,29,2018-10-04 02:33:00+00:00,Laurie Metcalf on filming the first day of 'The Conners' without Roseanne Barr: 'It was awkward but not' https://t.co/huZjps6LKw
329,@FoxNews,-0.802,0.0,0.493,0.507,30,2018-10-04 02:27:00+00:00,"1 child killed, 3 injured after Texas school bus crashes https://t.co/Jc8ZwUFCLj"
330,@FoxNews,0.3612,0.065,0.935,0.0,31,2018-10-04 02:20:43+00:00,".@kanyewest tweeted Wednesday that he'd like for @Kaepernick7  and President @realDonaldTrump  to meet and ""have a dialogue."" Earlier this week, West revealed that he was trying to arrange a White House meet-up with the former @49ers quarterback. https://t.co/7OromvJdxp https://t.co/Ap5BMUr8sd"
331,@FoxNews,0.0,0.0,1.0,0.0,32,2018-10-04 02:17:00+00:00,.@ivankatrump visited residents impacted by Hurricane Florence in North Carolina on Wednesday and helped distribute meals at the Hyde Park Baptist Church in Lumberton. https://t.co/CYRDIBsgSP
332,@FoxNews,0.0,0.0,1.0,0.0,33,2018-10-04 02:12:00+00:00,"Home built by Chip and Joanna Gaines, pre-'Fixer Upper,' going up for sale https://t.co/9KxtwMZlVD"
333,@FoxNews,0.0,0.0,1.0,0.0,34,2018-10-04 02:07:00+00:00,"Ancient 3,000-year-old container found with traces of opium https://t.co/GT1uBVtWEL"
334,@FoxNews,0.0,0.0,1.0,0.0,35,2018-10-04 02:04:10+00:00,"BREAKING: McConnell files cloture to end debate on Kavanaugh nomination, setting up key procedural vote later  https://t.co/yZ4GCkp1k5"
335,@FoxNews,0.0,0.081,0.838,0.081,36,2018-10-04 02:00:00+00:00,"A Minnesota teen who is blind is set to compete in his first @IRONMANtri this weekend, after being paired with a guide who will help him navigate through the course. https://t.co/yxhdIG55X1 https://t.co/c1WaP7u7V6"
336,@FoxNews,0.0,0.0,1.0,0.0,37,2018-10-04 01:59:15+00:00,.@GreggJarrett: Make the FBI's Kavanaugh report public – Now https://t.co/35oamCRZvL
337,@FoxNews,-0.6486,0.0,0.675,0.325,38,2018-10-04 01:58:33+00:00,"GOP-doxxing suspect arrested; worked or interned for Feinstein, Jackson Lee, other Dems. https://t.co/FCPG2vzaDi"
338,@FoxNews,0.0,0.0,1.0,0.0,39,2018-10-04 01:55:09+00:00,Senate Majority Leader Mitch McConnell speaks about Kavanaugh nomination. https://t.co/tkkdiHm0uh
339,@FoxNews,0.0,0.0,1.0,0.0,40,2018-10-04 01:41:00+00:00,"Maine fisherman reels in rare calico lobster, a ‘1 in 30 million’ find. https://t.co/dQnaeaKzmq"
340,@FoxNews,0.3612,0.106,0.894,0.0,41,2018-10-04 01:37:00+00:00,".@AlanDersh on Kavanaugh hearing: ""The framers of our Constitution never intended the confirmation process to look anything like this."" #Tucker https://t.co/9CIKNhJAvi https://t.co/opx5cEKBd3"
341,@FoxNews,0.0,0.0,1.0,0.0,42,2018-10-04 01:31:26+00:00,".@IngrahamAngle: Kavanaugh saga -- The academic resistance at Yale, Harvard, Georgetown is beyond belief. (via @FoxNewsOpinion) https://t.co/Sm46gEinVt"
342,@FoxNews,0.0,0.0,1.0,0.0,43,2018-10-04 01:24:00+00:00,"Hunting arrow claims life of a Texas dog, sheriff says. https://t.co/UXUoHAewu1"
343,@FoxNews,-0.5106,0.0,0.784,0.216,44,2018-10-04 01:16:24+00:00,"Inmates at Irish prison allegedly have Chinese takeout brought in by drone.
https://t.co/4AgMmxOUux"
344,@FoxNews,0.0,0.0,1.0,0.0,45,2018-10-04 01:04:07+00:00,"BREAKING: FBI’s Kavanaugh report will be available for senators, some aides to view Thursday morning, Fox News learns. https://t.co/Sx0pfnQ8j0"
345,@FoxNews,-0.5688,0.0,0.685,0.315,46,2018-10-04 00:55:44+00:00,RT @FoxBusiness: More Americans lying on mortgage applications  https://t.co/mLxPRhvhTg
346,@FoxNews,0.0,0.0,1.0,0.0,47,2018-10-04 00:55:00+00:00,Seattle Starbucks baristas dispose of hypodermic needles left behind by drug users nearly every day: report https://t.co/hnSzufqBWy
347,@FoxNews,0.0,0.0,1.0,0.0,48,2018-10-04 00:50:00+00:00,A @LASDHQ deputy pushed an elderly woman a mile to her home after her electric wheelchair ran out of power in the middle of the road. https://t.co/hRzo97tSDw
348,@FoxNews,-0.5106,0.0,0.798,0.202,49,2018-10-04 00:47:03+00:00,Inmates at Irish prison allegedly have Chinese takeout brought in by drone https://t.co/KEl2jGhz0B https://t.co/46GNl0qIQN
349,@FoxNews,0.743,0.364,0.636,0.0,50,2018-10-04 00:42:43+00:00,OPINION: @FLOTUS' Africa trip could provide the best kind of US outreach https://t.co/HGAXsAhWgp
350,@FoxNews,-0.8225,0.0,0.591,0.409,51,2018-10-04 00:40:34+00:00,Chicago Cubs' Addison Russell gets 40-game suspension for violating domestic violence policy https://t.co/szZpMVidXr
351,@FoxNews,0.0,0.0,1.0,0.0,52,2018-10-04 00:33:00+00:00,A Florida man who allegedly stole a tractor was tased by a deputy after he tried to flee the scene. https://t.co/S06eWuIKzA
352,@FoxNews,-0.4215,0.0,0.797,0.203,53,2018-10-04 00:32:29+00:00,McConnell denies Schumer’s request for FBI briefing on Kavanaugh probe https://t.co/m7o7fpxi4r https://t.co/sJW3wQUDQZ
353,@FoxNews,-0.6486,0.0,0.677,0.323,54,2018-10-04 00:20:57+00:00,"South Carolina shooting leaves 1 officer dead, 6 others wounded: police https://t.co/Q6GVGK1G2Y"
354,@FoxNews,0.2023,0.096,0.904,0.0,55,2018-10-04 00:12:10+00:00,Top FBI lawyer Baker offers 'explosive' testimony on 'abnormal' handling of Russia probe into Trump campaign: lawmakers https://t.co/PHwA5ouBQy
355,@FoxNews,-0.4767,0.0,0.807,0.193,56,2018-10-04 00:09:18+00:00,Rep. Jackson Lee intern arrested in doxxing of GOP senators during Kavanaugh hearing https://t.co/FYsCIZXjXR
356,@FoxNews,-0.6705,0.0,0.847,0.153,57,2018-10-04 00:02:43+00:00,"Update on deadly officer shooting in Florence County, SC. One police officer was killed and four others law enforcement officers were wounded. https://t.co/sW38p2kjK7

(Courtesy: WPDE) https://t.co/fnOso5fjxi"
