,Twitter Handle,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago,Tweet Datetime,Tweet Text
120,@CNN,0.0772,0.061,0.939,0.0,21,2018-10-04 03:10:51+00:00,"RT @CuomoPrimeTime: ""People want one of two things: exoneration or corroboration ... it's going to be an impossibility."" - Retired FBI Agen…"
121,@CNN,0.0,0.0,1.0,0.0,22,2018-10-04 03:10:40+00:00,RT @CNNTonight: .@donlemon: This President has made himself ‘victim-in-chief’ from the early days of his presidency. But why? He was a mill…
122,@CNN,0.4019,0.119,0.881,0.0,23,2018-10-04 03:04:05+00:00,"CNN’s Samuel Burke gets a close look at Magic Leap’s mixed reality headset, with the help of actor Andy Serkis https://t.co/N1aj1rxSCS https://t.co/nmOuJTv8hX"
123,@CNN,0.7269,0.303,0.697,0.0,24,2018-10-04 03:01:06+00:00,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/iK99rK2lKY https://t.co/KKefjGyTbi
124,@CNN,-0.4019,0.0,0.828,0.172,25,2018-10-04 02:46:02+00:00,President Trump's victim-mocking should haunt the GOP | By Tara Setmayer via @CNNOpinion https://t.co/APfbpf2cit https://t.co/XvSbMAb4mF
125,@CNN,0.4588,0.221,0.603,0.176,26,2018-10-04 02:31:04+00:00,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a privately run California ICE detention facility -- findings that investigators warn pose significant health and safety risks https://t.co/ODuuWITIAc"
126,@CNN,0.0772,0.109,0.792,0.098,27,2018-10-04 02:16:04+00:00,"To truly fight climate change, we need to set our sights higher | By Frank Bainimarama and Hilda C. Heine via @CNNOpinion https://t.co/DnvUpzEhoq https://t.co/KqDDdX14Ol"
127,@CNN,0.5574,0.13,0.87,0.0,28,2018-10-04 02:13:53+00:00,"Senate Majority Leader Mitch McConnell has filed cloture on Kavanaugh's nomination for the Supreme Court, setting up a Friday procedural vote and a Saturday final vote https://t.co/De1qiNNuau"
128,@CNN,0.0,0.0,1.0,0.0,29,2018-10-04 02:12:39+00:00,BREAKING: Senate Majority Leader Mitch McConnell takes a key step toward the vote on Brett Kavanaugh's nomination https://t.co/S88OmOXSwT https://t.co/N8FM9gevee
129,@CNN,-0.6486,0.0,0.85,0.15,30,2018-10-04 02:09:54+00:00,"The US Capitol Police announced  that they had arrested a suspect for allegedly ""doxing"" -- a form of publishing private identifying information online -- lawmakers during the Senate Judiciary Committee hearing last week https://t.co/LhzwNJI64m"
130,@CNN,0.0,0.0,1.0,0.0,31,2018-10-04 02:06:53+00:00,"RT @CuomoPrimeTime: ""That is an abominable thing to say."" As it pertains to the treatment of Christine Blasey Ford in particular - and the…"
131,@CNN,0.6369,0.127,0.833,0.04,32,2018-10-04 02:06:36+00:00,"As the FBI wraps up its renewed background check into Supreme Court nominee Brett Kavanaugh, the remaining undecided senators have only a few days left to decide if they are ready to approve his lifetime appointment to the highest court in the land https://t.co/Akuxf1VPtz"
132,@CNN,-0.7501,0.088,0.588,0.323,33,2018-10-04 02:05:17+00:00,"RT @CuomoPrimeTime: ""It was really terrible ... it's painful to have these difficult experiences shared and processed publicly."" - Sandra M…"
133,@CNN,-0.7574,0.0,0.745,0.255,34,2018-10-04 02:05:07+00:00,"RT @OutFrontCNN: Trump accuser Samantha Holvey says it was ""absolutely disgusting"" for President Trump to mock Christine Blasey Ford.

""I c…"
134,@CNN,0.0,0.0,1.0,0.0,35,2018-10-04 02:04:48+00:00,"""As Brett's roommate, I'm in a singular position...to say, 'Listen, I saw him do this stuff that he said, under oath, that he didn't do.'"" Jamie Roche, Brett Kavanaugh's freshman year roommate at Yale, explains his reasoning for coming forward at this time https://t.co/zZsepGybrM https://t.co/XNJQa65NDf"
135,@CNN,-0.5267,0.0,0.882,0.118,36,2018-10-04 02:01:20+00:00,"""I was shocked. ... Those words were commonly used, and they were references to sexual activities."" -Jamie Roche, Brett Kavanaugh's freshman Yale roommate, disputes Kavanaugh's definitions of various terms listed in his yearbook https://t.co/ivLovvMwwe https://t.co/O9ogP6STdi"
136,@CNN,-0.3182,0.061,0.841,0.099,37,2018-10-04 01:59:34+00:00,"Brett Kavanaugh's Yale roommate: ""When Brett started saying things about his drinking and his use of certain words, sexually-oriented words, I knew he was lying because he was my roommate."" https://t.co/wkcxiJhToC https://t.co/UUIU5cXy8D"
137,@CNN,0.2263,0.068,0.883,0.049,38,2018-10-04 01:56:45+00:00,"""My recollection of my experience with him was that he was drunk frequently...I would say with some confidence it was at least once, maybe twice on the weekends. It may have even been during the week."" -Jamie Roche, Brett Kavanaugh's freshman Yale roommate https://t.co/u2ogC1VwoF https://t.co/jfqGk4QFcY"
138,@CNN,0.0,0.0,1.0,0.0,39,2018-10-04 01:56:05+00:00,Kate Hudson gives birth to a baby girl https://t.co/KiCktXPfzd https://t.co/uUCTzE6ngh
139,@CNN,0.0,0.0,1.0,0.0,40,2018-10-04 01:54:32+00:00,"RT @AC360: Brett Kavanaugh's Yale roommate, Jamie Roche, tells @andersoncooper he has not been contacted by the FBI. 

Cooper: ""So just for…"
140,@CNN,0.296,0.171,0.714,0.114,41,2018-10-04 01:51:39+00:00,Supreme Court nominee Brett Kavanaugh's Yale classmates say they've struggled to connect with the FBI https://t.co/OPUdBzylSI https://t.co/0ksu5mdi1P
141,@CNN,0.0,0.0,1.0,0.0,42,2018-10-04 01:46:06+00:00,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system https://t.co/UnMbBmCt0S https://t.co/1lpiWsy7FD"
142,@CNN,0.3182,0.142,0.783,0.075,43,2018-10-04 01:36:57+00:00,"A federal judge in California granted a preliminary injunction temporarily blocking the government from terminating temporary protected status for hundreds of thousands of immigrants from Sudan, El Salvador, Haiti and Nicaragua https://t.co/Y8BuXpF8Hj"
143,@CNN,-0.7351,0.0,0.829,0.171,44,2018-10-04 01:36:04+00:00,Brooklyn College students are calling for administrators to fire a professor who seemed to dismiss sexual assault by teenage boys in a blog post the teacher now says was an attempt at satire https://t.co/DAZm6gn8Ti
144,@CNN,0.0,0.0,1.0,0.0,45,2018-10-04 01:31:00+00:00,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allowing it to skip the crowded runway and land in city waterways. https://t.co/mntyNwWTzs https://t.co/2kec8RgNRM"
145,@CNN,0.0,0.0,1.0,0.0,46,2018-10-04 01:31:00+00:00,Senate Judiciary Committee Democrats suggest that there was evidence of inappropriate behavior in Brett Kavanaugh's previous background checks https://t.co/4PISaU8qdU https://t.co/knozpoSqzU
146,@CNN,0.0,0.0,1.0,0.0,47,2018-10-04 01:29:59+00:00,A financial disclosure from Donald Trump's sister led to The New York Times report on his taxes https://t.co/6lbeEfn8ZK https://t.co/SizaCUuYLM
147,@CNN,0.0,0.0,1.0,0.0,48,2018-10-04 01:27:29+00:00,Donald Trump's taxes are back (again) (again) | Analysis by @CillizzaCNN https://t.co/3MEqIuK42L https://t.co/weNB7cXt05
148,@CNN,-0.296,0.0,0.879,0.121,49,2018-10-04 01:26:02+00:00,Inside the Judiciary GOP's strategy to undermine Kavanaugh's accusers | Analysis by CNN's Z. Byron Wolf https://t.co/oc6gdpurp4 https://t.co/T4QTnVsXua
149,@CNN,-0.8316,0.0,0.645,0.355,50,2018-10-04 01:22:56+00:00,"My husband, Rand Paul, and our family have suffered intimidation and threats | By Kelley Paul via @CNNOpinion https://t.co/IWCzm5JpGm https://t.co/IVAw27xd1Z"
150,@CNN,-0.9313,0.0,0.636,0.364,51,2018-10-04 01:16:03+00:00,"High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequences facing mid-life women who had experienced sexual assault and harassment, according to a new study https://t.co/Cji4qX7M88"
151,@CNN,0.4019,0.234,0.649,0.117,52,2018-10-04 01:01:01+00:00,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that: https://t.co/IZ6RkVzKtP https://t.co/sDaffx9GVs"
152,@CNN,-0.5574,0.0,0.783,0.217,53,2018-10-04 00:46:00+00:00,More than 250 people around the world have died taking selfies since 2011 https://t.co/dlzAzEzYTy
153,@CNN,0.0,0.0,1.0,0.0,54,2018-10-04 00:42:12+00:00,"CORRECTION: The story has been corrected to clarify that Sen. Orrin Hatch said he was ""happy"" to look into allegations outlined in a report from The New York Times.  https://t.co/NInE9rEm1D"
154,@CNN,0.25,0.099,0.829,0.072,55,2018-10-04 00:34:55+00:00,"James Roche, one of Supreme Court nominee Brett Kavanaugh's freshman year roommates at Yale, said Kavanaugh lied under oath about his drinking and about the meaning of his yearbook entries https://t.co/FbZkqk0pbf https://t.co/CABJAizCRT"
155,@CNN,0.0772,0.046,0.954,0.0,56,2018-10-04 00:31:00+00:00,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers, painters and other workers keep the famous landmark shining https://t.co/9CeT2OQaYp https://t.co/cTOf9frcOk"
156,@CNN,0.0,0.0,1.0,0.0,57,2018-10-04 00:30:09+00:00,"RT @AC360: Brett Kavanaugh's Yale roommate tells @andersoncooper that when he heard his Senate testimony he ""knew he was lying.""

""When Bre…"
157,@CNN,0.2263,0.115,0.801,0.084,58,2018-10-04 00:29:58+00:00,"RT @AC360: ""My recollection of my experience with him was that he was drunk frequently...I would say with some confidence it was at least o…"
158,@CNN,0.0,0.0,1.0,0.0,59,2018-10-04 00:24:57+00:00,"The White House expects to have the FBI report on Kavanaugh ""soon,"" officials say.

Senators will be able to start reading the report Thursday morning, according to sources. https://t.co/NQrX1Soglb https://t.co/WdA4SkJoMt"
159,@CNN,-0.4767,0.0,0.868,0.132,60,2018-10-04 00:18:08+00:00,"A women's advocacy organization in Australia has been offering paid days off for painful periods, called ""period leave"" or ""menstrual leave,"" to its employees for the past 18 months https://t.co/u4JfwSqocO"
160,@CNN,0.0,0.0,1.0,0.0,61,2018-10-04 00:16:32+00:00,"RT @OutFrontCNN: “I am concerned as of now that we are not going to get to see all the facts.”
  
Democratic Senator @RonWyden weighs in th…"
161,@CNN,-0.5859,0.097,0.729,0.174,62,2018-10-04 00:16:05+00:00,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regularly consuming the foods was linked with a 9% higher risk, according to an analysis of previous studies looking at over 1.2 million women. https://t.co/W0zK9Szoyl"
162,@CNN,0.0,0.076,0.871,0.054,63,2018-10-04 00:13:52+00:00,"The US Navy's Pacific Fleet has drawn up a classified proposal to carry out a global show of force as a warning to China and demonstrate the US is prepared to deter and counter their military actions, according to several US defense officials https://t.co/yBQ533cTNk https://t.co/ESdcFQvVQY"
163,@CNN,-0.4124,0.054,0.847,0.099,64,2018-10-04 00:01:00+00:00,"Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you healthier, but the science behind the standing desk might not stand up to criticism. https://t.co/hPBKkHPULZ https://t.co/Sxi7NBCvsn"
164,@CNN,0.5106,0.185,0.815,0.0,65,2018-10-03 23:59:46+00:00,"RT @AC360: Brett Kavanaugh’s Yale roommate breaks his silence, sharing new details from their college days: The exclusive interview with @a…"
165,@CNN,0.4215,0.104,0.896,0.0,66,2018-10-03 23:46:47+00:00,"Busting a move to ""Dancing Queen"" onstage during her speech may have saved British Prime Minister Theresa May's political skin, writes @janemerrick23 for @cnnopinion: https://t.co/sJllQe3deG https://t.co/jpwJJOtgGX"
166,@CNN,0.0,0.0,1.0,0.0,67,2018-10-03 23:46:35+00:00,RT @OutFrontCNN: Democratic Senator @RonWyden tells anchor @KateBolduan that President Trump’s speech last night was “unpresidential” becau…
167,@CNN,-0.5859,0.0,0.882,0.118,68,2018-10-03 23:46:02+00:00,"An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance revealing either blue powder for a boy, or pink powder for a girl. His actions led to the Sawmill Fire, a 47,000-acre wildfire in Arizona. https://t.co/koUayBAnKQ"
168,@CNN,-0.4404,0.0,0.896,0.104,69,2018-10-03 23:44:05+00:00,Richard Ojeda is not a typical Democratic congressional candidate. He voted for Trump. But now he's running as his foe in West Virginia's coal country. https://t.co/TUsLt5OCMT https://t.co/tFM5wgrd4g
169,@CNN,-0.1027,0.047,0.895,0.058,70,2018-10-03 23:41:25+00:00,"""Brett Kavanaugh's chances of being confirmed are lower today than they were yesterday as a result of President Trump,"" says former Reagan White House official Linda Chavez, who calls Trump's tone on Tuesday night ""disgusting."" https://t.co/9P18Ux5P0F https://t.co/evLxRBPvul"
170,@CNN,0.765,0.28,0.72,0.0,71,2018-10-03 23:39:26+00:00,Why Sen. Bob Menendez is still favored to win in New Jersey | Analysis by CNN's Harry Enten https://t.co/WjE7psGmuj https://t.co/wz7uSIz7yD
171,@CNN,0.2263,0.114,0.806,0.081,72,2018-10-03 23:36:23+00:00,RT @OutFrontCNN: “Shame on them.” Former FBI Sr. Intelligence Adviser Philip Mudd says no one ought to be discussing what was found in past…
172,@CNN,0.1779,0.045,0.955,0.0,73,2018-10-03 23:31:05+00:00,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidation. But the owners of the company's remaining assets are looking into restarting the business. https://t.co/sv93K7jnV9"
173,@CNN,0.128,0.034,0.966,0.0,74,2018-10-03 23:26:03+00:00,"What do spilled ice cream, stranded pirates and cartoon airstrikes have in common? They are all part of a new animated video produced by the Department of Defense that is intended to explain what the US military does and how it is organized. https://t.co/UGtdyds20Y https://t.co/qjVHXyYRHu"
174,@CNN,0.128,0.086,0.914,0.0,75,2018-10-03 23:16:06+00:00,"What exactly is Jeff Flake looking for? | By Page Pate, CNN legal analyst, via @CNNOpinion https://t.co/47hSHc5muV https://t.co/PmnYqVIQ4U"
175,@CNN,-0.3182,0.0,0.931,0.069,76,2018-10-03 23:13:33+00:00,"Democratic Sen. Kamala Harris says she is ""embarrassed"" that President Trump mocked Brett Kavanaugh's accuser Christine Blasey Ford: ""It's mean ... and it is completely without any level of empathy"" https://t.co/QBY0RmB897 https://t.co/DucUmp161u"
176,@CNN,-0.4226,0.0,0.853,0.147,77,2018-10-03 23:07:56+00:00,Getting caught doing yoga on a paddleboard is not a good look for someone claiming disability. A Seattle man learned this lesson the hard way. https://t.co/UpW7FafTcg https://t.co/1ZfWjBPbgG
177,@CNN,-0.5574,0.0,0.833,0.167,78,2018-10-03 23:06:35+00:00,"One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says https://t.co/cjUoBUmePV https://t.co/Oomg2ISOuv"
178,@CNN,0.5106,0.096,0.904,0.0,79,2018-10-03 23:01:07+00:00,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 52%
Xi Jinping - 34%
Vladimir Putin - 30%
Donald Trump - 27%

https://t.co/fvCBSzU42i"
179,@CNN,0.34,0.214,0.655,0.131,80,2018-10-03 23:00:00+00:00,A 'Stop Kavanaugh' vigil is happening outside the Supreme Court. Watch live: https://t.co/cHVi0oaTEG https://t.co/Wu2ODUU7Xt
180,@CNN,-0.1531,0.11,0.732,0.159,81,2018-10-03 22:57:36+00:00,"The allegations made against Supreme Court nominee Brett Kavanaugh have dredged up emotions for many. President Trump himself faces a list of accusations, which he has denied. https://t.co/uG8WkNaHdU"
181,@CNN,0.7269,0.303,0.697,0.0,82,2018-10-03 22:51:06+00:00,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/akuFFSU4pA https://t.co/LoIClaKDou
182,@CNN,-0.2732,0.0,0.884,0.116,83,2018-10-03 22:50:39+00:00,The internet industry is suing the state of California over its days-old net neutrality law https://t.co/zDsXRtsQTc https://t.co/FJcB6FVwkB
183,@CNN,0.296,0.128,0.872,0.0,84,2018-10-03 22:42:34+00:00,Neighbors have been helping a wheelchair-bound woman get into bed every night for 10 years https://t.co/7tWaUUJsge https://t.co/guBDfxwXZa
184,@CNN,0.0,0.0,1.0,0.0,85,2018-10-03 22:41:04+00:00,"In Trump's family, the apple never really fell | By Edward McCaffery via @CNNOpinion https://t.co/YdbJNF46QA https://t.co/q5Z2zFXIi3"
185,@CNN,0.0,0.0,1.0,0.0,86,2018-10-03 22:40:29+00:00,"RT @CNNSitRoom: ""There are witnesses who can corroborate, and possibly substantiate, those kinds of allegations, that still have not been i…"
186,@CNN,-0.1779,0.05,0.882,0.069,87,2018-10-03 22:35:13+00:00,"A subject believed to be connected to suspicious letters sent to President Donald Trump and top Pentagon officials was taken into custody by federal law enforcement in Utah, a federal law enforcement official told CNN https://t.co/wmxOQfDBMD"
187,@CNN,-0.0258,0.052,0.894,0.054,88,2018-10-03 22:33:33+00:00,Actress Molly Ringwald will be on Full Circle to talk about reevaluating ‘Sixteen Candles’ and her other iconic '80s movies in the wake of the Brett Kavanaugh accusations and the #MeToo movement. Join us now on Facebook Watch: https://t.co/8Jc9Sr34m2 https://t.co/qervumHt01
188,@CNN,0.34,0.13,0.87,0.0,89,2018-10-03 22:31:04+00:00,Education Secretary Betsy DeVos' security detail is estimated to cost $1 million more in 2019 https://t.co/NH8UFiU30E https://t.co/LkRmwSLRxp
189,@CNN,-0.4767,0.0,0.838,0.162,90,2018-10-03 22:21:03+00:00,Trump fine-tunes his campaign attack on the #MeToo movement | Analysis by CNN's Z. Byron Wolf https://t.co/8U6LST4yqD https://t.co/svGgZN76FR
190,@CNN,-0.296,0.0,0.901,0.099,91,2018-10-03 22:17:30+00:00,"BREAKING: Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A suspect is in custody. https://t.co/0q5vOyvNxD"
191,@CNN,-0.4588,0.0,0.917,0.083,92,2018-10-03 22:01:08+00:00,"Melania Trump spent her second day in Ghana touring a former slave outpost and learning about some of the country's tragic past, as part of her first solo trip abroad as first lady https://t.co/zyxROT5qcf https://t.co/nIjIjujSBy"
192,@CNN,0.0,0.115,0.769,0.115,93,2018-10-03 21:59:34+00:00,Barnes &amp; Noble stock jumped more than 20% after the board said it would consider a sale of the troubled company https://t.co/V9YcAKEERE https://t.co/SXzlcyFtqs
193,@CNN,-0.0516,0.099,0.794,0.107,94,2018-10-03 21:55:18+00:00,"RT @CNNSitRoom: ""The reason why President Trump's comments were so disgraceful, is because he was mocking a survivor, and it wasn't just ab…"
194,@CNN,-0.5283,0.0,0.882,0.118,95,2018-10-03 21:51:42+00:00,"GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at a rally Tuesday night, adding that he ""would tell him to knock it off"" https://t.co/UqVe4ND6cT https://t.co/Odi07s0T3c"
195,@CNN,-0.1531,0.074,0.861,0.065,96,2018-10-03 21:41:05+00:00,"The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a century later could be an important step toward reconciliation. 

""This is a matter of basic human decency,"" Mayor G.T. Bynum says. https://t.co/N577lLwemL"
196,@CNN,-0.3612,0.069,0.805,0.126,97,2018-10-03 21:31:03+00:00,"The ""Vice"" trailer features a nearly unrecognizable Christian Bale, an actor famous for his over-the-top transformations, playing former Vice President Dick Cheney https://t.co/WkHCaDFq2j https://t.co/XWaPDrcH0E"
197,@CNN,-0.5859,0.0,0.917,0.083,98,2018-10-03 21:26:05+00:00,"Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New York Times report that says Trump helped ""his parents dodge taxes"" in the 1990s, including ""instances of outright fraud"" https://t.co/CnAjMq34vT"
198,@CNN,0.4588,0.221,0.603,0.176,99,2018-10-03 21:21:05+00:00,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a privately run California ICE detention facility -- findings that investigators warn pose significant health and safety risks https://t.co/0XTtO1ZAHS"
199,@CNN,-0.3818,0.0,0.874,0.126,100,2018-10-03 21:16:27+00:00,"RT @TheLeadCNN: Donald Trump's hair is ""a living breathing creation,"" argues cartoonist Garry Trudeau, who's been satirizing the President…"
200,@CBS,-0.3875,0.0,0.774,0.226,1,2018-10-04 00:34:37+00:00,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J
201,@CBS,0.0,0.0,1.0,0.0,2,2018-10-03 23:45:21+00:00,@suferah_khan https://t.co/hkLN6VK6WI
202,@CBS,0.7906,0.318,0.682,0.0,3,2018-10-03 23:39:03+00:00,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9
203,@CBS,0.6705,0.164,0.836,0.0,4,2018-10-03 19:35:31+00:00,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a message for all of you who have supported them over the years. https://t.co/u9XQhFV0X7"
204,@CBS,0.6956,0.273,0.727,0.0,5,2018-10-03 17:05:20+00:00,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell Damon Sr. https://t.co/YEQ8gUKyDi https://t.co/swoBT9OOTv"
205,@CBS,0.8858,0.354,0.646,0.0,6,2018-10-02 21:25:29+00:00,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…
206,@CBS,0.0,0.0,1.0,0.0,7,2018-10-02 18:36:26+00:00,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw"
207,@CBS,-0.4449,0.0,0.836,0.164,8,2018-10-02 17:52:53+00:00,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO"
208,@CBS,0.0,0.0,1.0,0.0,9,2018-10-02 16:49:34+00:00,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE"
209,@CBS,0.3182,0.119,0.881,0.0,10,2018-10-02 02:42:23+00:00,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…"
210,@CBS,0.8519,0.329,0.671,0.0,11,2018-10-02 01:10:54+00:00,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old fashioned livetweet party. #TheNeighborhood #HappyTogether https://t.co/p4G0s7yGHP
211,@CBS,0.0,0.0,1.0,0.0,12,2018-10-02 00:01:07+00:00,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…"
212,@CBS,0.0,0.0,1.0,0.0,13,2018-10-01 21:56:03+00:00,"Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s @iamgreenfield, starting soon. https://t.co/LqZCnSXeZt https://t.co/AmyCjQk9V7"
213,@CBS,0.296,0.075,0.925,0.0,14,2018-10-01 16:33:11+00:00,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT on CBS's Facebook page before the premiere of both shows on CBS tonight. https://t.co/m1v3Pk8cF5
214,@CBS,-0.2263,0.0,0.934,0.066,15,2018-09-30 23:51:26+00:00,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times: 

#60Minutes 7:43pmET/6:43pmCT 

#GodFriendedMe 8:43ET/7:43CT 

#NCISLA 9:43ET/8:43CT 

#MagnumPI 10:43ET/9:43CT https://t.co/fX6yyViiIE"
215,@CBS,0.6124,0.16,0.84,0.0,16,2018-09-30 17:00:00+00:00,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight after 60 Minutes on CBS. https://t.co/leOmy9j5eg
216,@CBS,0.0,0.0,1.0,0.0,17,2018-09-30 14:34:18+00:00,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd
217,@CBS,0.0,0.0,1.0,0.0,18,2018-09-28 22:22:01+00:00,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when Stephen's last name could have been ""Not the Entertainer."" https://t.co/POoOCpB2MB https://t.co/cPhtMlMc5u"
218,@CBS,0.0,0.0,1.0,0.0,19,2018-09-28 20:16:14+00:00,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con: Their latest single blatantly plagiarizes a post-it you wrote reminding them to do the dishes. https://t.co/u66dr1hywt https://t.co/JR7595Qe7S"
219,@CBS,0.0,0.0,1.0,0.0,20,2018-09-28 17:52:41+00:00,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October 3, 9/8c on CBS. https://t.co/Jv04J1TMvM"
220,@CBS,0.0,0.0,1.0,0.0,21,2018-09-28 16:51:50+00:00,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1"
221,@CBS,-0.1779,0.0,0.952,0.048,22,2018-09-27 20:19:18+00:00,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you can't get rid of all daydel deedle deidel... Seriously? We JUST got it out of our head. https://t.co/XJdmMexVXM https://t.co/UdoBrTFdWO
222,@CBS,0.0,0.0,1.0,0.0,23,2018-09-27 20:01:53+00:00,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG
223,@CBS,0.0,0.0,1.0,0.0,24,2018-09-27 17:19:16+00:00,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit in a less burgundy hue. https://t.co/bcJb7AH19N https://t.co/4UtvuUxTme"
224,@CBS,-0.34,0.191,0.526,0.283,25,2018-09-27 16:58:08+00:00,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉
225,@CBS,0.0,0.0,1.0,0.0,26,2018-09-27 00:44:13+00:00,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr
226,@CBS,0.0,0.0,1.0,0.0,27,2018-09-27 00:42:15+00:00,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw
227,@CBS,0.1139,0.055,0.945,0.0,28,2018-09-26 21:49:27+00:00,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale tonight at 9:30pm/8:30c on CBS and @CBSAllAccess. https://t.co/iT9hi6laKH
228,@CBS,0.6249,0.169,0.831,0.0,29,2018-09-26 19:57:54+00:00,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season Premiere tonight at 8pm/7c on CBS and @CBSAllAccess. https://t.co/Gt3xRw6N6X"
229,@CBS,0.0,0.0,1.0,0.0,30,2018-09-26 17:25:43+00:00,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g"
230,@CBS,-0.2714,0.106,0.745,0.149,31,2018-09-25 21:10:56+00:00,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…"
231,@CBS,-0.6369,0.0,0.809,0.191,32,2018-09-25 20:31:45+00:00,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in the new Dick Wolf show. https://t.co/FslXe2j7R3"
232,@CBS,0.0,0.0,1.0,0.0,33,2018-09-25 19:54:26+00:00,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…
233,@CBS,0.7901,0.291,0.709,0.0,34,2018-09-25 19:45:33+00:00,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…
234,@CBS,0.0,0.0,1.0,0.0,35,2018-09-25 18:34:26+00:00,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S"
